اسم_الشركة,السنة,القطاع,فئة_SME,score,size_mean,size_median,size_std,gap_to_size_mean,rank_within_size_segment,count_in_size_segment,percentile_within_size_segment
الأهرام منسوجات محدودة,2024,الصناعة التحويلية,medium,7.32,6.0568,6.075,1.0352,1.2632,77,608,87.42
اللوتس أغذية ش.م.م,2024,الصناعة التحويلية,medium,7.31,6.0568,6.075,1.0352,1.2532,79,608,87.09
حورس بلاستيك ش.م.م,2024,الصناعة التحويلية,medium,7.31,6.0568,6.075,1.0352,1.2532,79,608,87.09
الجيزة زراعة ش.م.م,2024,الصناعة التحويلية,medium,7.3,6.0568,6.075,1.0352,1.2432,81,608,86.84
سيناء أغذية ش.م.م,2024,الصناعة التحويلية,medium,7.28,6.0568,6.075,1.0352,1.2232,82,608,86.68
القاهرة بلاستيك ش.م.م,2024,الصناعة التحويلية,medium,7.27,6.0568,6.075,1.0352,1.2132,83,608,86.51
سيناء تجارة ش.ذ.م.م,2024,الصناعة التحويلية,medium,7.25,6.0568,6.075,1.0352,1.1932,84,608,86.27
النيل بلاستيك محدودة,2024,الصناعة التحويلية,medium,7.25,6.0568,6.075,1.0352,1.1932,84,608,86.27
القاهرة تقنية ذ.م.م,2024,الصناعة التحويلية,medium,7.24,6.0568,6.075,1.0352,1.1832,86,608,86.02
القاهرة لوجستيات ش.م.م,2024,الصناعة التحويلية,medium,7.23,6.0568,6.075,1.0352,1.1732,88,608,85.69
الدلتا منسوجات ش.ذ.م.م,2024,الصناعة التحويلية,medium,7.23,6.0568,6.075,1.0352,1.1732,88,608,85.69
الإسكندرية تجارة ش.ذ.م.م,2024,الصناعة التحويلية,medium,7.23,6.0568,6.075,1.0352,1.1732,88,608,85.69
مصر صلب ش.م.م,2024,الصناعة التحويلية,medium,7.21,6.0568,6.075,1.0352,1.1532,90,608,85.36
اللوتس خدمات ش.ذ.م.م,2024,الصناعة التحويلية,medium,7.2,6.0568,6.075,1.0352,1.1432,91,608,85.12
الجيزة كيماويات ش.ذ.م.م,2024,الصناعة التحويلية,medium,7.2,6.0568,6.075,1.0352,1.1432,91,608,85.12
اللوتس بلاستيك محدودة,2024,الصناعة التحويلية,medium,7.18,6.0568,6.075,1.0352,1.1232,93,608,84.87
اللوتس خدمات ذ.م.م,2024,الصناعة التحويلية,medium,7.17,6.0568,6.075,1.0352,1.1132,94,608,84.62
حورس لوجستيات ذ.م.م,2024,الصناعة التحويلية,medium,7.17,6.0568,6.075,1.0352,1.1132,94,608,84.62
مصر صلب ش.م.م,2024,الصناعة التحويلية,medium,7.14,6.0568,6.075,1.0352,1.0832,96,608,84.29
سيناء خدمات محدودة,2024,الصناعة التحويلية,medium,7.14,6.0568,6.075,1.0352,1.0832,96,608,84.29
النيل تجارة ش.ذ.م.م,2024,الصناعة التحويلية,medium,7.13,6.0568,6.075,1.0352,1.0732,98,608,83.96
الأهرام كيماويات ذ.م.م,2024,الصناعة التحويلية,medium,7.13,6.0568,6.075,1.0352,1.0732,98,608,83.96
اللوتس أغذية ش.ذ.م.م,2024,الصناعة التحويلية,medium,7.12,6.0568,6.075,1.0352,1.0632,100,608,83.72
الدلتا منسوجات ش.م.م,2024,الصناعة التحويلية,medium,7.1,6.0568,6.075,1.0352,1.0432,101,608,83.47
حورس خدمات محدودة,2024,الصناعة التحويلية,medium,7.1,6.0568,6.075,1.0352,1.0432,101,608,83.47
الدلتا بلاستيك ش.م.م,2024,الصناعة التحويلية,medium,7.09,6.0568,6.075,1.0352,1.0332,103,608,83.22
اللوتس زراعة ذ.م.م,2024,الصناعة التحويلية,medium,7.08,6.0568,6.075,1.0352,1.0232,104,608,83.06
الجيزة زراعة محدودة,2024,الصناعة التحويلية,medium,7.07,6.0568,6.075,1.0352,1.0132,106,608,82.73
سيناء لوجستيات محدودة,2024,الصناعة التحويلية,medium,7.07,6.0568,6.075,1.0352,1.0132,106,608,82.73
النيل تقنية محدودة,2024,الصناعة التحويلية,medium,7.07,6.0568,6.075,1.0352,1.0132,106,608,82.73
النيل تجارة محدودة,2024,الصناعة التحويلية,medium,7.06,6.0568,6.075,1.0352,1.0032,109,608,82.24
حورس أغذية ذ.م.م,2024,الصناعة التحويلية,medium,7.06,6.0568,6.075,1.0352,1.0032,109,608,82.24
النيل صلب ذ.م.م,2024,الصناعة التحويلية,medium,7.06,6.0568,6.075,1.0352,1.0032,109,608,82.24
مصر لوجستيات محدودة,2024,الصناعة التحويلية,medium,7.05,6.0568,6.075,1.0352,0.9932,111,608,81.91
حورس أغذية ش.م.م,2024,الصناعة التحويلية,medium,7.03,6.0568,6.075,1.0352,0.9732,112,608,81.66
سيناء كيماويات ش.م.م,2024,الصناعة التحويلية,medium,7.03,6.0568,6.075,1.0352,0.9732,112,608,81.66
سيناء أغذية محدودة,2024,الصناعة التحويلية,medium,7.02,6.0568,6.075,1.0352,0.9632,115,608,81.25
مصر بلاستيك ش.ذ.م.م,2024,الصناعة التحويلية,medium,7.02,6.0568,6.075,1.0352,0.9632,115,608,81.25
حورس تجارة ذ.م.م,2024,الصناعة التحويلية,medium,7.02,6.0568,6.075,1.0352,0.9632,115,608,81.25
النيل تجارة ش.ذ.م.م,2024,الصناعة التحويلية,medium,7.01,6.0568,6.075,1.0352,0.9532,117,608,80.84
النيل خدمات ش.ذ.م.م,2024,الصناعة التحويلية,medium,7.01,6.0568,6.075,1.0352,0.9532,117,608,80.84
سيناء تقنية ش.ذ.م.م,2024,الصناعة التحويلية,medium,7.0,6.0568,6.075,1.0352,0.9432,119,608,80.59
الدلتا منسوجات ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.98,6.0568,6.075,1.0352,0.9232,120,608,80.35
حورس زراعة ش.م.م,2024,الصناعة التحويلية,medium,6.98,6.0568,6.075,1.0352,0.9232,120,608,80.35
سيناء صلب ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.97,6.0568,6.075,1.0352,0.9132,122,608,80.02
القاهرة أغذية ذ.م.م,2024,الصناعة التحويلية,medium,6.97,6.0568,6.075,1.0352,0.9132,122,608,80.02
الجيزة صلب ذ.م.م,2024,الصناعة التحويلية,medium,6.96,6.0568,6.075,1.0352,0.9032,124,608,79.77
سيناء تجارة ذ.م.م,2024,الصناعة التحويلية,medium,6.95,6.0568,6.075,1.0352,0.8932,125,608,79.61
النيل منسوجات ش.م.م,2024,الصناعة التحويلية,medium,6.92,6.0568,6.075,1.0352,0.8632,127,608,79.28
حورس خدمات محدودة,2024,الصناعة التحويلية,medium,6.92,6.0568,6.075,1.0352,0.8632,127,608,79.28
سيناء منسوجات ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.92,6.0568,6.075,1.0352,0.8632,127,608,79.28
مصر زراعة محدودة,2024,الصناعة التحويلية,medium,6.91,6.0568,6.075,1.0352,0.8532,129,608,78.87
اللوتس خدمات ش.م.م,2024,الصناعة التحويلية,medium,6.91,6.0568,6.075,1.0352,0.8532,129,608,78.87
الأهرام صلب محدودة,2024,الصناعة التحويلية,medium,6.9,6.0568,6.075,1.0352,0.8432,131,608,78.62
اللوتس زراعة ذ.م.م,2024,الصناعة التحويلية,medium,6.89,6.0568,6.075,1.0352,0.8332,133,608,78.29
الإسكندرية صلب محدودة,2024,الصناعة التحويلية,medium,6.89,6.0568,6.075,1.0352,0.8332,133,608,78.29
اللوتس صلب محدودة,2024,الصناعة التحويلية,medium,6.89,6.0568,6.075,1.0352,0.8332,133,608,78.29
مصر تقنية ش.م.م,2024,الصناعة التحويلية,medium,6.88,6.0568,6.075,1.0352,0.8232,136,608,77.71
الأهرام تجارة ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.88,6.0568,6.075,1.0352,0.8232,136,608,77.71
الدلتا زراعة محدودة,2024,الصناعة التحويلية,medium,6.88,6.0568,6.075,1.0352,0.8232,136,608,77.71
القاهرة تجارة محدودة,2024,الصناعة التحويلية,medium,6.88,6.0568,6.075,1.0352,0.8232,136,608,77.71
حورس زراعة ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.86,6.0568,6.075,1.0352,0.8032,139,608,77.22
الأهرام لوجستيات ذ.م.م,2024,الصناعة التحويلية,medium,6.86,6.0568,6.075,1.0352,0.8032,139,608,77.22
الأهرام تقنية محدودة,2024,الصناعة التحويلية,medium,6.84,6.0568,6.075,1.0352,0.7832,141,608,76.97
الأهرام لوجستيات ذ.م.م,2024,الصناعة التحويلية,medium,6.83,6.0568,6.075,1.0352,0.7732,142,608,76.73
الجيزة زراعة محدودة,2024,الصناعة التحويلية,medium,6.83,6.0568,6.075,1.0352,0.7732,142,608,76.73
سيناء تجارة ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.82,6.0568,6.075,1.0352,0.7632,145,608,76.32
الدلتا كيماويات ش.م.م,2024,الصناعة التحويلية,medium,6.82,6.0568,6.075,1.0352,0.7632,145,608,76.32
سيناء بلاستيك محدودة,2024,الصناعة التحويلية,medium,6.82,6.0568,6.075,1.0352,0.7632,145,608,76.32
سيناء أغذية ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.81,6.0568,6.075,1.0352,0.7532,147,608,75.9
سيناء زراعة ش.م.م,2024,الصناعة التحويلية,medium,6.81,6.0568,6.075,1.0352,0.7532,147,608,75.9
النيل زراعة محدودة,2024,الصناعة التحويلية,medium,6.8,6.0568,6.075,1.0352,0.7432,149,608,75.66
حورس خدمات محدودة,2024,الصناعة التحويلية,medium,6.78,6.0568,6.075,1.0352,0.7232,150,608,75.41
الإسكندرية كيماويات ذ.م.م,2024,الصناعة التحويلية,medium,6.78,6.0568,6.075,1.0352,0.7232,150,608,75.41
سيناء تقنية محدودة,2024,الصناعة التحويلية,medium,6.77,6.0568,6.075,1.0352,0.7132,153,608,75.0
سيناء أغذية محدودة,2024,الصناعة التحويلية,medium,6.77,6.0568,6.075,1.0352,0.7132,153,608,75.0
النيل كيماويات ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.77,6.0568,6.075,1.0352,0.7132,153,608,75.0
الجيزة أغذية ذ.م.م,2024,الصناعة التحويلية,medium,6.76,6.0568,6.075,1.0352,0.7032,155,608,74.59
سيناء صلب ذ.م.م,2024,الصناعة التحويلية,medium,6.76,6.0568,6.075,1.0352,0.7032,155,608,74.59
حورس لوجستيات محدودة,2024,الصناعة التحويلية,medium,6.75,6.0568,6.075,1.0352,0.6932,157,608,74.34
النيل خدمات ش.م.م,2024,الصناعة التحويلية,medium,6.74,6.0568,6.075,1.0352,0.6832,158,608,74.1
سيناء أغذية محدودة,2024,الصناعة التحويلية,medium,6.74,6.0568,6.075,1.0352,0.6832,158,608,74.1
حورس صلب ش.م.م,2024,الصناعة التحويلية,medium,6.72,6.0568,6.075,1.0352,0.6632,161,608,73.6
الإسكندرية زراعة ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.72,6.0568,6.075,1.0352,0.6632,161,608,73.6
الجيزة تجارة محدودة,2024,الصناعة التحويلية,medium,6.72,6.0568,6.075,1.0352,0.6632,161,608,73.6
سيناء تقنية ش.م.م,2024,الصناعة التحويلية,medium,6.72,6.0568,6.075,1.0352,0.6632,161,608,73.6
حورس زراعة محدودة,2024,الصناعة التحويلية,medium,6.71,6.0568,6.075,1.0352,0.6532,165,608,72.94
القاهرة بلاستيك ذ.م.م,2024,الصناعة التحويلية,medium,6.71,6.0568,6.075,1.0352,0.6532,165,608,72.94
سيناء بلاستيك ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.71,6.0568,6.075,1.0352,0.6532,165,608,72.94
الجيزة تقنية ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.71,6.0568,6.075,1.0352,0.6532,165,608,72.94
مصر تجارة ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.7,6.0568,6.075,1.0352,0.6432,170,608,72.12
مصر منسوجات محدودة,2024,الصناعة التحويلية,medium,6.7,6.0568,6.075,1.0352,0.6432,170,608,72.12
الإسكندرية زراعة محدودة,2024,الصناعة التحويلية,medium,6.7,6.0568,6.075,1.0352,0.6432,170,608,72.12
سيناء كيماويات محدودة,2024,الصناعة التحويلية,medium,6.7,6.0568,6.075,1.0352,0.6432,170,608,72.12
اللوتس منسوجات ش.م.م,2024,الصناعة التحويلية,medium,6.7,6.0568,6.075,1.0352,0.6432,170,608,72.12
النيل صلب ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.7,6.0568,6.075,1.0352,0.6432,170,608,72.12
الإسكندرية زراعة ذ.م.م,2024,الصناعة التحويلية,medium,6.69,6.0568,6.075,1.0352,0.6332,174,608,71.46
حورس لوجستيات محدودة,2024,الصناعة التحويلية,medium,6.69,6.0568,6.075,1.0352,0.6332,174,608,71.46
سيناء صلب ذ.م.م,2024,الصناعة التحويلية,medium,6.68,6.0568,6.075,1.0352,0.6232,176,608,71.13
مصر خدمات ش.م.م,2024,الصناعة التحويلية,medium,6.68,6.0568,6.075,1.0352,0.6232,176,608,71.13
اللوتس منسوجات ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.67,6.0568,6.075,1.0352,0.6132,179,608,70.72
الدلتا تجارة ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.67,6.0568,6.075,1.0352,0.6132,179,608,70.72
الجيزة منسوجات ش.م.م,2024,الصناعة التحويلية,medium,6.67,6.0568,6.075,1.0352,0.6132,179,608,70.72
اللوتس كيماويات محدودة,2024,الصناعة التحويلية,medium,6.66,6.0568,6.075,1.0352,0.6032,183,608,69.98
الدلتا خدمات ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.66,6.0568,6.075,1.0352,0.6032,183,608,69.98
الدلتا تجارة ش.م.م,2024,الصناعة التحويلية,medium,6.66,6.0568,6.075,1.0352,0.6032,183,608,69.98
الإسكندرية كيماويات ذ.م.م,2024,الصناعة التحويلية,medium,6.66,6.0568,6.075,1.0352,0.6032,183,608,69.98
مصر منسوجات ش.م.م,2024,الصناعة التحويلية,medium,6.66,6.0568,6.075,1.0352,0.6032,183,608,69.98
النيل منسوجات محدودة,2024,الصناعة التحويلية,medium,6.66,6.0568,6.075,1.0352,0.6032,183,608,69.98
الإسكندرية منسوجات محدودة,2024,الصناعة التحويلية,medium,6.65,6.0568,6.075,1.0352,0.5932,187,608,69.33
الجيزة تقنية محدودة,2024,الصناعة التحويلية,medium,6.65,6.0568,6.075,1.0352,0.5932,187,608,69.33
حورس زراعة محدودة,2024,الصناعة التحويلية,medium,6.63,6.0568,6.075,1.0352,0.5732,189,608,69.0
حورس منسوجات ذ.م.م,2024,الصناعة التحويلية,medium,6.63,6.0568,6.075,1.0352,0.5732,189,608,69.0
القاهرة كيماويات ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.62,6.0568,6.075,1.0352,0.5632,191,608,68.67
الجيزة كيماويات محدودة,2024,الصناعة التحويلية,medium,6.62,6.0568,6.075,1.0352,0.5632,191,608,68.67
الجيزة منسوجات ش.م.م,2024,الصناعة التحويلية,medium,6.6,6.0568,6.075,1.0352,0.5432,193,608,68.42
الجيزة كيماويات ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.59,6.0568,6.075,1.0352,0.5332,195,608,68.09
اللوتس بلاستيك ش.م.م,2024,الصناعة التحويلية,medium,6.59,6.0568,6.075,1.0352,0.5332,195,608,68.09
الأهرام تجارة محدودة,2024,الصناعة التحويلية,medium,6.59,6.0568,6.075,1.0352,0.5332,195,608,68.09
الجيزة تقنية محدودة,2024,الصناعة التحويلية,medium,6.58,6.0568,6.075,1.0352,0.5232,198,608,67.6
الإسكندرية كيماويات محدودة,2024,الصناعة التحويلية,medium,6.58,6.0568,6.075,1.0352,0.5232,198,608,67.6
حورس صلب ش.م.م,2024,الصناعة التحويلية,medium,6.58,6.0568,6.075,1.0352,0.5232,198,608,67.6
حورس صلب ذ.م.م,2024,الصناعة التحويلية,medium,6.57,6.0568,6.075,1.0352,0.5132,201,608,67.11
سيناء صلب ش.م.م,2024,الصناعة التحويلية,medium,6.57,6.0568,6.075,1.0352,0.5132,201,608,67.11
اللوتس لوجستيات ش.م.م,2024,الصناعة التحويلية,medium,6.57,6.0568,6.075,1.0352,0.5132,201,608,67.11
حورس تقنية ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.56,6.0568,6.075,1.0352,0.5032,204,608,66.61
الجيزة منسوجات محدودة,2024,الصناعة التحويلية,medium,6.56,6.0568,6.075,1.0352,0.5032,204,608,66.61
سيناء تجارة ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.56,6.0568,6.075,1.0352,0.5032,204,608,66.61
سيناء منسوجات ذ.م.م,2024,الصناعة التحويلية,medium,6.55,6.0568,6.075,1.0352,0.4932,206,608,66.2
مصر زراعة ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.55,6.0568,6.075,1.0352,0.4932,206,608,66.2
القاهرة تقنية ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.54,6.0568,6.075,1.0352,0.4832,210,608,65.62
الجيزة بلاستيك ش.م.م,2024,الصناعة التحويلية,medium,6.54,6.0568,6.075,1.0352,0.4832,210,608,65.62
الإسكندرية زراعة ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.54,6.0568,6.075,1.0352,0.4832,210,608,65.62
سيناء بلاستيك ش.ذ.م.م,2024,الصناعة التحويلية,medium,6.54,6.0568,6.075,1.0352,0.4832,210,608,65.62
حورس أغذية ش.م.م,2024,الصناعة التحويلية,medium,6.54,6.0568,6.075,1.0352,0.4832,210,608,65.62
